INT	INT	INT	INT	STRING	STRING
INT	INT	INT	INT	STRING	STRING
2320	2147483647	2147483647	2	210.22.11.0	210.22.44.255
2321	2147483647	2147483647	1	210.22.45.0	210.22.45.255
2322	2147483647	2147483647	2	210.22.46.0	210.22.55.255
2323	2147483647	2147483647	2	210.22.58.0	210.22.169.255
2324	2147483647	2147483647	2	210.22.171.0	210.22.198.255
2325	2147483647	2147483647	2	210.22.201.0	210.22.205.255
2326	2147483647	2147483647	2	210.22.206.9	210.22.255.255
2327	2147483647	2147483647	3	210.25.252.1	210.25.255.255
2328	2147483647	2147483647	3	210.26.65.0	210.26.67.255
2329	2147483647	2147483647	3	210.27.120.0	210.27.127.255
2330	2147483647	2147483647	3	210.27.157.0	210.27.157.255
2331	2147483647	2147483647	3	210.30.20.0	210.30.31.255
2332	2147483647	2147483647	3	210.32.92.0	210.32.95.255
2333	2147483647	2147483647	3	210.32.104.0	210.32.111.255
2334	2147483647	2147483647	3	210.32.224.0	210.32.255.255
2335	2147483647	2147483647	3	210.33.192.0	210.33.247.255
2336	2147483647	2147483647	1	210.34.36.182	210.34.36.182
2337	2147483647	2147483647	3	210.34.220.0	210.34.223.255
2338	2147483647	2147483647	3	210.34.228.0	210.34.231.255
2339	2147483647	2147483647	3	210.35.156.0	210.35.159.255
2340	2147483647	2147483647	3	210.39.20.0	210.39.31.255
2341	2147483647	2147483647	3	210.39.43.129	210.39.43.158
2342	2147483647	2147483647	3	210.40.115.0	210.40.119.255
2343	2147483647	2147483647	3	210.41.24.0	210.41.31.255
2344	2147483647	2147483647	3	210.42.68.0	210.42.71.255
2345	2147483647	2147483647	3	210.46.48.0	210.46.55.255
2346	2147483647	2147483647	3	210.46.60.0	210.46.63.255
2347	2147483647	2147483647	3	210.46.160.0	210.46.167.255
2348	2147483647	2147483647	3	210.46.174.0	210.46.175.255
2349	2147483647	2147483647	3	210.46.200.0	210.46.207.255
2350	2147483647	2147483647	3	210.46.212.0	210.46.215.255
2351	2147483647	2147483647	3	210.47.100.0	210.47.103.255
2352	2147483647	2147483647	2	210.51.0.0	210.51.59.255
2353	2147483647	2147483647	2	210.51.61.0	210.51.210.255
2354	2147483647	2147483647	2	210.51.211.128	210.51.215.255
2355	2147483647	2147483647	2	210.51.220.10	210.51.223.255
2356	2147483647	2147483647	2	210.51.225.0	210.51.228.229
2357	2147483647	2147483647	1	210.51.228.230	210.51.228.239
2358	2147483647	2147483647	2	210.51.228.240	210.51.229.255
2359	2147483647	2147483647	2	210.51.234.0	210.51.241.255
2360	2147483647	2147483647	2	210.51.243.0	210.51.247.255
2361	2147483647	2147483647	2	210.51.250.0	210.51.251.255
2362	2147483647	2147483647	2	210.51.253.0	210.51.255.255
2363	2147483647	2147483647	2	210.52.4.0	210.52.4.255
2364	2147483647	2147483647	2	210.52.6.0	210.52.6.255
2365	2147483647	2147483647	2	210.52.11.0	210.52.16.247
2366	2147483647	2147483647	2	210.52.21.0	210.52.22.255
2367	2147483647	2147483647	2	210.52.25.0	210.52.25.255
2368	2147483647	2147483647	2	210.52.27.0	210.52.27.255
2369	2147483647	2147483647	2	210.52.40.0	210.52.40.255
2370	2147483647	2147483647	2	210.52.43.128	210.52.45.255
2371	2147483647	2147483647	2	210.52.46.7	210.52.46.255
2372	2147483647	2147483647	2	210.52.50.0	210.52.53.255
2373	2147483647	2147483647	2	210.52.55.0	210.52.55.255
2374	2147483647	2147483647	2	210.52.59.0	210.52.60.255
2375	2147483647	2147483647	1	210.52.61.0	210.52.61.255
2376	2147483647	2147483647	2	210.52.74.0	210.52.74.255
2377	2147483647	2147483647	2	210.52.79.0	210.52.80.255
2378	2147483647	2147483647	2	210.52.93.0	210.52.94.255
2379	2147483647	2147483647	2	210.52.96.0	210.52.98.255
2380	2147483647	2147483647	2	210.52.100.0	210.52.103.255
2381	2147483647	2147483647	2	210.52.105.0	210.52.149.255
2382	2147483647	2147483647	2	210.52.154.0	210.52.154.255
2383	2147483647	2147483647	2	210.52.158.0	210.52.177.255
2384	2147483647	2147483647	2	210.52.182.0	210.52.198.255
2385	2147483647	2147483647	2	210.52.200.0	210.52.229.255
2386	2147483647	2147483647	2	210.52.231.0	210.52.235.255
2387	2147483647	2147483647	2	210.52.237.0	210.52.237.255
2388	2147483647	2147483647	2	210.52.242.0	210.53.10.255
2389	2147483647	2147483647	2	210.53.16.0	210.53.80.255
2390	2147483647	2147483647	2	210.53.84.0	210.53.130.255
2391	2147483647	2147483647	2	210.53.192.0	210.53.255.255
2392	2147483647	2147483647	1	210.59.128.0	210.59.207.255
2393	2147483647	2147483647	1	210.59.209.0	210.59.255.255
2394	2147483647	2147483647	1	210.61.0.0	210.61.124.191
2395	2147483647	2147483647	1	210.61.125.0	210.61.255.255
2396	2147483647	2147483647	1	210.62.248.0	210.62.255.255
2397	2147483647	2147483647	1	210.63.192.0	210.63.255.255
2398	2147483647	2147483647	1	210.65.1.0	210.65.50.255
2399	2147483647	2147483647	1	210.65.52.0	210.65.255.255
2400	2147483647	2147483647	1	210.71.128.0	210.71.255.255
2401	2147483647	2147483647	2	210.73.192.0	210.73.207.255
2402	2147483647	2147483647	2	210.74.94.0	210.74.94.255
2403	2147483647	2147483647	2	210.74.96.0	210.74.121.255
2404	2147483647	2147483647	2	210.74.123.0	210.74.125.255
2405	2147483647	2147483647	2	210.74.127.0	210.74.152.255
2406	2147483647	2147483647	2	210.74.154.0	210.74.159.255
2407	2147483647	2147483647	1	210.75.96.0	210.75.102.255
2408	2147483647	2147483647	1	210.75.105.0	210.75.105.1
2409	2147483647	2147483647	2	210.76.32.0	210.76.63.255
2410	2147483647	2147483647	2	210.76.128.0	210.76.159.255
2411	2147483647	2147483647	1	210.77.32.0	210.77.63.255
2412	2147483647	2147483647	2	210.78.0.0	210.78.26.255
2413	2147483647	2147483647	2	210.78.160.0	210.78.255.255
2414	2147483647	2147483647	2	210.82.0.0	210.82.31.255
2415	2147483647	2147483647	2	210.82.33.0	210.82.52.255
2416	2147483647	2147483647	2	210.82.54.0	210.82.89.255
2417	2147483647	2147483647	2	210.82.91.0	210.82.183.255
2418	2147483647	2147483647	2	210.82.187.0	210.82.243.255
2419	2147483647	2147483647	2	210.82.248.0	210.83.2.204
2420	2147483647	2147483647	2	210.83.3.0	210.83.5.255
2421	2147483647	2147483647	2	210.83.6.16	210.83.19.255
2422	2147483647	2147483647	2	210.83.21.0	210.83.21.255
2423	2147483647	2147483647	2	210.83.23.0	210.83.26.255
2424	2147483647	2147483647	2	210.83.28.0	210.83.58.255
2425	2147483647	2147483647	2	210.83.59.8	210.83.176.255
2426	2147483647	2147483647	2	210.83.180.0	210.83.201.255
2427	2147483647	2147483647	2	210.83.202.128	210.83.215.255
2428	2147483647	2147483647	2	210.83.217.0	210.83.255.255
2429	2147483647	2147483647	1	210.86.0.0	210.86.19.255
2430	2147483647	2147483647	1	210.86.101.0	210.86.127.255
2431	2147483647	2147483647	2	210.166.2.0	210.166.2.255
2432	2147483647	2147483647	1	210.168.1.0	210.168.1.255
2433	2147483647	2147483647	1	210.168.71.0	210.168.71.255
2434	2147483647	2147483647	1	210.193.128.0	210.193.255.255
2435	2147483647	2147483647	1	210.242.0.0	210.242.135.255
2436	2147483647	2147483647	1	210.242.137.0	210.242.151.127
2437	2147483647	2147483647	1	210.242.152.0	210.242.233.255
2438	2147483647	2147483647	1	210.242.234.64	210.242.255.255
2439	2147483647	2147483647	1	210.244.0.0	210.244.127.255
2440	2147483647	2147483647	1	210.244.192.0	210.244.223.255
2441	2147483647	2147483647	1	210.245.128.0	210.245.255.255
2442	2147483647	2147483647	1	211.20.0.0	211.20.17.255
2443	2147483647	2147483647	1	211.20.19.0	211.20.244.255
2444	2147483647	2147483647	1	211.20.246.0	211.21.7.247
2445	2147483647	2147483647	1	211.21.8.0	211.22.32.255
2446	2147483647	2147483647	1	211.22.34.0	211.22.169.255
2447	2147483647	2147483647	1	211.22.170.8	211.23.161.255
2448	2147483647	2147483647	1	211.23.163.0	211.23.255.255
2449	2147483647	2147483647	3	211.64.118.0	211.64.119.255
2450	2147483647	2147483647	3	211.64.238.0	211.64.239.255
2451	2147483647	2147483647	3	211.65.238.0	211.65.239.255
2452	2147483647	2147483647	3	211.66.40.0	211.66.47.255
2453	2147483647	2147483647	3	211.66.205.0	211.66.215.255
2454	2147483647	2147483647	1	211.67.66.0	211.67.66.131
2455	2147483647	2147483647	3	211.67.67.0	211.67.67.239
2456	2147483647	2147483647	3	211.67.68.0	211.67.69.255
2457	2147483647	2147483647	3	211.67.73.0	211.67.73.255
2458	2147483647	2147483647	3	211.67.75.0	211.67.76.240
2459	2147483647	2147483647	3	211.67.192.0	211.67.207.255
2460	2147483647	2147483647	3	211.67.228.0	211.67.231.255
2461	2147483647	2147483647	1	211.68.68.0	211.68.70.255
2462	2147483647	2147483647	2	211.69.64.0	211.69.71.255
2463	2147483647	2147483647	2	211.70.24.0	211.70.31.255
2464	2147483647	2147483647	2	211.70.64.0	211.70.67.255
2465	2147483647	2147483647	3	211.70.82.0	211.70.95.255
2466	2147483647	2147483647	3	211.70.224.0	211.70.239.255
2467	2147483647	2147483647	3	211.70.244.0	211.70.247.255
2468	2147483647	2147483647	3	211.71.124.0	211.71.127.255
2469	2147483647	2147483647	3	211.71.240.0	211.71.255.255
2470	2147483647	2147483647	1	211.72.0.0	211.72.6.255
2471	2147483647	2147483647	1	211.72.8.0	211.72.8.255
2472	2147483647	2147483647	1	211.72.10.0	211.72.89.255
2473	2147483647	2147483647	1	211.72.91.0	211.72.107.255
2474	2147483647	2147483647	1	211.72.109.0	211.72.115.255
2475	2147483647	2147483647	1	211.72.116.8	211.72.158.231
2476	2147483647	2147483647	1	211.72.159.120	211.72.185.63
2477	2147483647	2147483647	1	211.72.186.0	211.72.213.255
2478	2147483647	2147483647	1	211.72.214.128	211.72.229.255
2479	2147483647	2147483647	1	211.72.231.0	211.72.255.255
2480	2147483647	2147483647	1	211.75.0.0	211.75.4.255
2481	2147483647	2147483647	1	211.75.6.0	211.75.71.255
2482	2147483647	2147483647	1	211.75.73.0	211.75.90.255
2483	2147483647	2147483647	1	211.75.92.0	211.75.95.255
2484	2147483647	2147483647	1	211.75.97.0	211.75.117.255
2485	2147483647	2147483647	1	211.75.119.0	211.75.137.255
2486	2147483647	2147483647	1	211.75.139.0	211.75.208.247
2487	2147483647	2147483647	1	211.75.209.0	211.75.249.247
2488	2147483647	2147483647	1	211.75.250.0	211.75.255.255
2489	2147483647	2147483647	1	211.79.32.0	211.79.47.255
2490	2147483647	2147483647	3	211.80.11.0	211.80.15.255
2491	2147483647	2147483647	3	211.80.28.0	211.80.29.255
2492	2147483647	2147483647	3	211.80.158.0	211.80.159.255
2493	2147483647	2147483647	3	211.81.8.0	211.81.15.255
2494	2147483647	2147483647	3	211.82.30.0	211.82.31.255
2495	2147483647	2147483647	3	211.82.189.0	211.82.191.255
2496	2147483647	2147483647	3	211.83.224.0	211.83.231.255
2497	2147483647	2147483647	3	211.85.96.0	211.85.103.255
2498	2147483647	2147483647	3	211.85.208.0	211.85.215.255
2499	2147483647	2147483647	3	211.86.80.0	211.86.95.255
2500	2147483647	2147483647	3	211.86.116.2	211.86.116.2
2501	2147483647	2147483647	2	211.90.0.0	211.90.3.255
2502	2147483647	2147483647	2	211.90.5.0	211.90.25.255
2503	2147483647	2147483647	2	211.90.27.0	211.90.30.255
2504	2147483647	2147483647	2	211.90.32.0	211.90.61.255
2505	2147483647	2147483647	2	211.90.63.0	211.90.77.255
2506	2147483647	2147483647	2	211.90.79.0	211.90.167.255
2507	2147483647	2147483647	2	211.90.169.0	211.90.195.255
2508	2147483647	2147483647	2	211.90.197.0	211.90.226.255
2509	2147483647	2147483647	2	211.90.228.0	211.90.230.255
2510	2147483647	2147483647	2	211.90.232.0	211.90.237.255
2511	2147483647	2147483647	2	211.90.238.191	211.90.241.255
2512	2147483647	2147483647	2	211.90.248.0	211.91.62.255
2513	2147483647	2147483647	2	211.91.64.0	211.91.127.255
2514	2147483647	2147483647	1	211.91.128.0	211.91.133.255
2515	2147483647	2147483647	2	211.91.134.0	211.91.155.255
2516	2147483647	2147483647	1	211.91.156.0	211.91.159.255
2517	2147483647	2147483647	2	211.91.160.0	211.91.180.255
2518	2147483647	2147483647	2	211.91.182.0	211.91.192.255
2519	2147483647	2147483647	1	211.91.193.0	211.91.195.255
2520	2147483647	2147483647	2	211.91.196.0	211.91.213.255
2521	2147483647	2147483647	1	211.91.214.0	211.91.215.255
2522	2147483647	2147483647	2	211.91.216.0	211.92.3.255
2523	2147483647	2147483647	2	211.92.5.0	211.92.54.255
2524	2147483647	2147483647	2	211.92.55.21	211.92.60.70
2525	2147483647	2147483647	3	211.92.60.71	211.92.60.71
2526	2147483647	2147483647	2	211.92.60.72	211.92.74.255
2527	2147483647	2147483647	2	211.92.76.0	211.92.170.255
2528	2147483647	2147483647	2	211.92.171.107	211.92.171.107
2529	2147483647	2147483647	2	211.92.172.71	211.92.172.71
2530	2147483647	2147483647	2	211.92.173.0	211.92.173.255
2531	2147483647	2147483647	2	211.92.176.0	211.92.206.255
2532	2147483647	2147483647	2	211.92.208.0	211.92.225.255
2533	2147483647	2147483647	2	211.92.227.0	211.92.238.255
2534	2147483647	2147483647	2	211.92.240.0	211.92.240.255
2535	2147483647	2147483647	2	211.92.245.0	211.92.251.255
2536	2147483647	2147483647	2	211.92.253.0	211.93.36.255
2537	2147483647	2147483647	2	211.93.37.17	211.93.59.255
2538	2147483647	2147483647	2	211.93.60.29	211.93.60.126
2539	2147483647	2147483647	2	211.93.61.0	211.94.228.255
2540	2147483647	2147483647	2	211.94.230.0	211.94.230.255
2541	2147483647	2147483647	2	211.94.232.0	211.94.234.255
2542	2147483647	2147483647	2	211.94.236.0	211.95.91.255
2543	2147483647	2147483647	2	211.95.94.0	211.95.164.255
2544	2147483647	2147483647	2	211.95.166.0	211.95.177.22
2545	2147483647	2147483647	3	211.95.177.23	211.95.177.33
2546	2147483647	2147483647	2	211.95.177.34	211.96.10.255
2547	2147483647	2147483647	2	211.96.12.0	211.96.18.255
2548	2147483647	2147483647	2	211.96.23.0	211.96.157.255
2549	2147483647	2147483647	2	211.96.159.0	211.96.197.255
2550	2147483647	2147483647	3	211.96.198.0	211.96.198.255
2551	2147483647	2147483647	2	211.96.199.0	211.97.59.255
2552	2147483647	2147483647	2	211.97.60.147	211.97.60.255
2553	2147483647	2147483647	2	211.97.62.0	211.97.172.255
2554	2147483647	2147483647	2	211.97.174.0	211.97.193.255
2555	2147483647	2147483647	2	211.97.195.0	211.97.238.33
2556	2147483647	2147483647	3	211.97.238.34	211.97.238.34
2557	2147483647	2147483647	2	211.97.238.35	211.97.255.255
2558	2147483647	2147483647	2	211.98.125.10	211.98.125.10
2559	2147483647	2147483647	2	211.98.248.0	211.98.248.255
2560	2147483647	2147483647	1	211.99.96.0	211.99.127.255
2561	2147483647	2147483647	1	211.100.0.0	211.100.63.255
2562	2147483647	2147483647	1	211.100.224.0	211.100.225.255
2563	2147483647	2147483647	1	211.100.226.192	211.100.228.255
2564	2147483647	2147483647	1	211.101.8.229	211.101.10.126
2565	2147483647	2147483647	1	211.101.18.0	211.101.18.1
2566	2147483647	2147483647	1	211.101.25.88	211.101.25.92
2567	2147483647	2147483647	1	211.101.26.0	211.101.26.225
2568	2147483647	2147483647	1	211.101.37.0	211.101.37.255
2569	2147483647	2147483647	1	211.101.64.0	211.101.127.255
2570	2147483647	2147483647	1	211.103.128.0	211.103.208.255
2571	2147483647	2147483647	1	211.103.210.0	211.103.255.255
2572	2147483647	2147483647	3	211.141.79.138	211.141.79.138
2573	2147483647	2147483647	3	211.143.182.130	211.143.182.130
2574	2147483647	2147483647	2	211.144.160.0	211.144.169.17
2575	2147483647	2147483647	2	211.144.169.149	211.144.170.255
2576	2147483647	2147483647	2	211.144.172.0	211.144.175.255
2577	2147483647	2147483647	1	211.144.197.0	211.145.83.255
2578	2147483647	2147483647	2	211.145.84.0	211.145.94.255
2579	2147483647	2147483647	1	211.145.99.0	211.145.127.255
2580	2147483647	2147483647	2	211.145.128.0	211.145.167.255
2581	2147483647	2147483647	1	211.145.168.0	211.145.168.255
2582	2147483647	2147483647	2	211.145.169.0	211.145.196.255
2583	2147483647	2147483647	1	211.145.197.0	211.145.197.255
2584	2147483647	2147483647	2	211.145.198.0	211.145.255.255
2585	2147483647	2147483647	2	211.146.124.0	211.146.124.255
2586	2147483647	2147483647	1	211.146.130.0	211.146.131.255
2587	2147483647	2147483647	1	211.146.154.0	211.146.155.255
2588	2147483647	2147483647	1	211.147.0.0	211.147.10.159
2589	2147483647	2147483647	1	211.147.11.0	211.147.11.255
2590	2147483647	2147483647	2	211.147.12.0	211.147.28.1
2591	2147483647	2147483647	2	211.147.28.191	211.147.63.255
2592	2147483647	2147483647	1	211.148.128.0	211.148.159.255
2593	2147483647	2147483647	2	211.151.0.0	211.151.94.255
2594	2147483647	2147483647	2	211.151.100.0	211.151.100.255
2595	2147483647	2147483647	2	211.151.130.0	211.152.8.255
2596	2147483647	2147483647	2	211.152.10.0	211.152.49.255
2597	2147483647	2147483647	1	211.152.50.0	211.152.57.255
2598	2147483647	2147483647	2	211.152.58.0	211.152.64.255
2599	2147483647	2147483647	2	211.152.248.0	211.152.248.255
2600	2147483647	2147483647	3	211.153.0.0	211.153.24.255
2601	2147483647	2147483647	2	211.154.0.0	211.154.8.130
2602	2147483647	2147483647	1	211.154.8.131	211.154.8.131
2603	2147483647	2147483647	2	211.154.20.0	211.154.31.255
2604	2147483647	2147483647	1	211.154.49.0	211.154.54.255
2605	2147483647	2147483647	2	211.154.55.0	211.154.57.255
2606	2147483647	2147483647	1	211.154.58.0	211.154.61.255
2607	2147483647	2147483647	1	211.154.63.0	211.154.63.255
2608	2147483647	2147483647	1	211.154.160.0	211.154.175.255
2609	2147483647	2147483647	2	211.154.180.0	211.154.181.255
2610	2147483647	2147483647	2	211.154.192.0	211.154.211.255
2611	2147483647	2147483647	2	211.154.213.0	211.154.255.255
2612	2147483647	2147483647	2	211.155.25.0	211.155.25.255
2613	2147483647	2147483647	2	211.155.31.0	211.155.31.255
2614	2147483647	2147483647	1	211.155.111.0	211.155.111.255
2615	2147483647	2147483647	1	211.155.224.0	211.155.239.255
2616	2147483647	2147483647	2	211.156.0.0	211.156.8.255
2617	2147483647	2147483647	1	211.156.14.0	211.156.30.255
2618	2147483647	2147483647	2	211.156.64.0	211.156.64.255
2619	2147483647	2147483647	2	211.156.180.227	211.156.180.236
2620	2147483647	2147483647	2	211.156.191.0	211.156.191.255
2621	2147483647	2147483647	2	211.157.0.0	211.157.8.255
2622	2147483647	2147483647	2	211.157.14.0	211.157.31.255
2623	2147483647	2147483647	2	211.158.0.0	211.158.10.255
2624	2147483647	2147483647	1	211.158.11.0	211.158.11.11
2625	2147483647	2147483647	2	211.158.11.65	211.158.25.129
2626	2147483647	2147483647	3	211.158.25.130	211.158.25.139
2627	2147483647	2147483647	2	211.158.25.140	211.158.125.255
2628	2147483647	2147483647	2	211.158.127.0	211.158.255.255
2629	2147483647	2147483647	2	211.159.80.0	211.159.83.255
2630	2147483647	2147483647	2	211.159.94.0	211.159.255.255
2631	2147483647	2147483647	2	211.160.43.0	211.160.53.255
2632	2147483647	2147483647	2	211.160.60.0	211.160.61.255
2633	2147483647	2147483647	2	211.160.64.0	211.160.90.255
2634	2147483647	2147483647	2	211.160.172.0	211.160.172.255
2635	2147483647	2147483647	2	211.160.174.0	211.160.175.255
2636	2147483647	2147483647	2	211.160.184.0	211.160.193.255
2637	2147483647	2147483647	2	211.160.195.0	211.160.255.255
2638	2147483647	2147483647	1	211.162.80.0	211.162.81.255
2639	2147483647	2147483647	2	211.163.0.0	211.163.0.255
2640	2147483647	2147483647	2	211.163.3.0	211.163.10.255
2641	2147483647	2147483647	2	211.163.15.0	211.163.121.255
2642	2147483647	2147483647	2	211.163.122.25	211.163.187.255
2643	2147483647	2147483647	2	211.163.189.0	211.163.255.255
2644	2147483647	2147483647	1	211.167.233.0	211.167.239.255
2645	2147483647	2147483647	1	211.167.240.128	211.167.255.255
2646	2147483647	2147483647	1	211.213.70.0	211.213.70.255
2647	2147483647	2147483647	1	212.200.0.0	212.200.255.255
2648	2147483647	2147483647	1	213.81.128.0	213.81.255.255
2649	2147483647	2147483647	1	216.204.0.0	216.204.255.255
2650	2147483647	2147483647	1	217.6.24.0	217.6.25.255
2651	2147483647	2147483647	1	217.224.0.0	217.224.145.255
2652	2147483647	2147483647	1	217.224.147.0	217.224.217.255
2653	2147483647	2147483647	1	217.224.219.0	217.226.7.255
2654	2147483647	2147483647	1	217.226.15.0	217.227.66.255
2655	2147483647	2147483647	1	217.227.68.0	217.228.157.255
2656	2147483647	2147483647	1	217.228.159.0	217.234.90.255
2657	2147483647	2147483647	1	217.234.92.0	217.234.100.255
2658	2147483647	2147483647	1	217.234.102.0	217.235.255.255
2659	2147483647	2147483647	1	217.237.0.0	218.0.1.255
2660	2147483647	2147483647	1	218.0.2.28	218.0.2.31
2661	2147483647	2147483647	1	218.0.5.0	218.0.6.255
2662	2147483647	2147483647	1	218.0.7.48	218.0.23.255
2663	2147483647	2147483647	1	218.0.32.0	218.0.37.255
2664	2147483647	2147483647	1	218.0.39.0	218.0.111.255
2665	2147483647	2147483647	1	218.0.114.0	218.1.35.255
2666	2147483647	2147483647	1	218.1.37.0	218.1.99.255
2667	2147483647	2147483647	1	218.1.100.16	218.1.100.247
2668	2147483647	2147483647	1	218.1.101.0	218.1.101.255
2669	2147483647	2147483647	1	218.1.102.40	218.1.103.255
2670	2147483647	2147483647	1	218.1.104.8	218.1.118.251
2671	2147483647	2147483647	1	218.1.119.0	218.1.119.251
2672	2147483647	2147483647	1	218.1.122.0	218.1.126.41
2673	2147483647	2147483647	1	218.1.128.0	218.1.131.255
2674	2147483647	2147483647	1	218.1.133.0	218.1.248.255
2675	2147483647	2147483647	1	218.1.250.0	218.2.17.255
2676	2147483647	2147483647	1	218.2.19.0	218.2.115.105
2677	2147483647	2147483647	1	218.2.116.0	218.2.117.255
2678	2147483647	2147483647	1	218.2.119.0	218.2.141.255
2679	2147483647	2147483647	1	218.2.143.0	218.2.187.255
2680	2147483647	2147483647	1	218.2.189.0	218.2.215.255
2681	2147483647	2147483647	1	218.2.217.0	218.3.16.159
2682	2147483647	2147483647	1	218.3.19.0	218.3.19.19
2683	2147483647	2147483647	1	218.3.22.0	218.3.22.15
2684	2147483647	2147483647	1	218.3.23.58	218.3.23.255
2685	2147483647	2147483647	1	218.3.38.224	218.3.38.255
2686	2147483647	2147483647	1	218.3.39.64	218.3.40.103
2687	2147483647	2147483647	1	218.3.41.0	218.3.41.63
2688	2147483647	2147483647	1	218.3.42.192	218.3.42.223
2689	2147483647	2147483647	1	218.3.62.224	218.3.62.255
2690	2147483647	2147483647	1	218.3.67.168	218.3.67.255
2691	2147483647	2147483647	3	218.3.69.129	218.3.69.129
2692	2147483647	2147483647	1	218.3.78.224	218.3.78.239
2693	2147483647	2147483647	1	218.3.79.95	218.3.79.251
2694	2147483647	2147483647	1	218.3.84.168	218.3.84.175
2695	2147483647	2147483647	1	218.3.85.200	218.3.85.239
2696	2147483647	2147483647	1	218.3.90.64	218.3.90.255
2697	2147483647	2147483647	2	218.3.91.0	218.3.91.7
2698	2147483647	2147483647	1	218.3.91.48	218.3.91.239
2699	2147483647	2147483647	1	218.3.93.80	218.3.93.191
2700	2147483647	2147483647	1	218.3.95.32	218.3.95.191
2701	2147483647	2147483647	1	218.3.96.128	218.3.96.159
2702	2147483647	2147483647	1	218.3.98.0	218.3.98.127
2703	2147483647	2147483647	1	218.3.101.128	218.3.101.255
2704	2147483647	2147483647	1	218.3.102.64	218.3.102.207
2705	2147483647	2147483647	1	218.3.114.88	218.3.114.95
2706	2147483647	2147483647	1	218.3.115.96	218.3.115.143
2707	2147483647	2147483647	1	218.3.118.192	218.3.118.255
2708	2147483647	2147483647	1	218.3.122.48	218.3.122.55
2709	2147483647	2147483647	1	218.3.127.0	218.3.129.255
2710	2147483647	2147483647	1	218.3.130.248	218.3.130.255
2711	2147483647	2147483647	1	218.3.131.80	218.3.131.95
2712	2147483647	2147483647	1	218.3.132.32	218.3.132.159
2713	2147483647	2147483647	1	218.3.141.144	218.3.141.151
2714	2147483647	2147483647	1	218.3.142.0	218.3.142.127
2715	2147483647	2147483647	1	218.3.144.128	218.3.146.127
2716	2147483647	2147483647	1	218.3.150.192	218.3.150.255
2717	2147483647	2147483647	1	218.3.156.176	218.3.156.191
2718	2147483647	2147483647	1	218.3.158.16	218.3.158.23
2719	2147483647	2147483647	1	218.3.159.0	218.3.159.127
2720	2147483647	2147483647	1	218.3.160.0	218.3.160.255
2721	2147483647	2147483647	1	218.3.161.16	218.3.163.157
2722	2147483647	2147483647	1	218.3.166.0	218.3.187.255
2723	2147483647	2147483647	1	218.3.189.0	218.3.191.255
2724	2147483647	2147483647	1	218.3.199.0	218.3.204.255
2725	2147483647	2147483647	1	218.3.206.0	218.3.210.255
2726	2147483647	2147483647	1	218.3.211.4	218.3.211.243
2727	2147483647	2147483647	1	218.3.212.0	218.4.43.255
2728	2147483647	2147483647	1	218.4.44.144	218.4.44.183
2729	2147483647	2147483647	1	218.4.45.0	218.4.45.223
2730	2147483647	2147483647	1	218.4.46.4	218.4.46.247
2731	2147483647	2147483647	1	218.4.47.0	218.4.47.255
2732	2147483647	2147483647	1	218.4.48.112	218.4.48.223
2733	2147483647	2147483647	1	218.4.49.1	218.4.53.255
2734	2147483647	2147483647	1	218.4.54.24	218.4.56.247
2735	2147483647	2147483647	1	218.4.57.0	218.4.71.255
2736	2147483647	2147483647	1	218.4.72.8	218.4.83.255
2737	2147483647	2147483647	1	218.4.84.8	218.4.90.255
2738	2147483647	2147483647	1	218.4.91.208	218.4.93.247
2739	2147483647	2147483647	1	218.4.94.0	218.4.101.247
2740	2147483647	2147483647	1	218.4.102.0	218.4.138.255
2741	2147483647	2147483647	1	218.4.139.1	218.4.139.231
2742	2147483647	2147483647	1	218.4.141.0	218.4.145.247
2743	2147483647	2147483647	1	218.4.146.0	218.4.146.255
2744	2147483647	2147483647	1	218.4.147.1	218.4.148.247
2745	2147483647	2147483647	1	218.4.149.0	218.4.149.255
2746	2147483647	2147483647	1	218.4.150.144	218.4.150.239
2747	2147483647	2147483647	1	218.4.151.0	218.4.155.255
2748	2147483647	2147483647	1	218.4.156.64	218.4.156.95
2749	2147483647	2147483647	1	218.4.156.248	218.4.156.255
2750	2147483647	2147483647	1	218.4.157.32	218.4.185.255
2751	2147483647	2147483647	1	218.4.187.0	218.4.188.255
2752	2147483647	2147483647	1	218.4.189.32	218.4.191.255
2753	2147483647	2147483647	1	218.4.192.4	218.4.193.255
2754	2147483647	2147483647	1	218.4.194.4	218.4.194.255
2755	2147483647	2147483647	1	218.4.195.1	218.4.197.255
2756	2147483647	2147483647	1	218.4.198.12	218.4.198.251
2757	2147483647	2147483647	1	218.4.199.184	218.4.199.227
2758	2147483647	2147483647	1	218.4.200.0	218.4.200.255
2759	2147483647	2147483647	1	218.4.201.4	218.4.201.7
2760	2147483647	2147483647	1	218.4.201.141	218.4.202.255
2761	2147483647	2147483647	1	218.4.203.1	218.4.204.247
2762	2147483647	2147483647	1	218.4.205.0	218.4.231.255
2763	2147483647	2147483647	1	218.4.232.8	218.4.233.255
2764	2147483647	2147483647	1	218.4.235.0	218.5.3.255
2765	2147483647	2147483647	1	218.5.4.226	218.5.17.255
2766	2147483647	2147483647	1	218.5.18.1	218.5.29.255
2767	2147483647	2147483647	1	218.5.30.1	218.5.81.225
2768	2147483647	2147483647	1	218.5.82.0	218.5.83.255
2769	2147483647	2147483647	3	218.5.84.16	218.5.84.19
